sentences,replaced
He is completely nontender,Nicholas is completely nontender
"The patient denies any change in sensation but she 

definitely did notice weakness with decreased ability to control 

her left side extremities","The patient denies any change in sensation but Francis 

definitely did notice weakness with decreased ability to control 

her left side extremities"
As you will remember he recently underwent right carotid endarterectomy with Dacron patch angioplasty after treatment of a severe underlying pneumonia,As you will remember Carl recently underwent right carotid endarterectomy with Dacron patch angioplasty after treatment of a severe underlying pneumonia
He returns today reporting that he is doing well from a neurologic standpoint,Kent returns today reporting that Kent is doing well from a neurologic standpoint
"He has had no focal, motor, sensory deficits, and no amaurosis fugax","Ross has had no focal, motor, sensory deficits, and no amaurosis fugax"
It would be prudent to see him again in follow up evaluation in six months' time with a repeat carotid duplex examination,It would be prudent to see Chad again in follow up evaluation in six months' time with a repeat carotid duplex examination
Pt unclear as to reasons of fall but confident that she didn't blackout or feel faint,Pt unclear as to reasons of fall but confident that Morris didn't blackout or feel faint
Pt thinks she may have slipped,Pt thinks Carl may have slipped
"She now reports improving bruise on her head, LBP and L toe pain","Allen now reports improving bruise on her head, LBP and L toe pain"
Pt does c/o R sided hip and leg pain that worsens when she walks,Pt does c/o R sided hip and leg pain that worsens when Rene walks
Reports taking all the meds she's been prescribed but doesn't know names,Reports taking all the meds Martin's been prescribed but doesn't know names
"Flomax was making him sick with dry heaves when took in am, better now he's taking qhs","Flomax was making Floyd sick with dry heaves when took in am, better now Floyd's taking qhs"
SHx: he and sisters moved from house of 31 yrs to new apartment complex in Lima with pool; likes it,SHx: Marvin and sisters moved from house of 31 yrs to new apartment complex in Lima with pool; likes it
"He has had no fever, chills, cough or dysuria","Nicholas has had no fever, chills, cough or dysuria"
He just complains of loss of strength globally,Brandon just complains of loss of strength globally
"PAST MEDICAL HISTORY:  He has a history of myelodysplastic 

syndrome, history of CVA, diabetes, hypertension, 

hypercholesterolemia, low EF, and CAD","PAST MEDICAL HISTORY:  Travis has a history of myelodysplastic 

syndrome, history of CVA, diabetes, hypertension, 

hypercholesterolemia, low EF, and CAD"
"He had a history of anemia 

with apparently an MI in the setting of the anemia","Marshall had a history of anemia 

with apparently an MI in the setting of the anemia"
"MEDICATIONS:  He takes aspirin, metformin, lisinopril, Plavix, 

Lasix, Colace, Nexium, hydroxyurea","MEDICATIONS:  Don takes aspirin, metformin, lisinopril, Plavix, 

Lasix, Colace, Nexium, hydroxyurea"
ALLERGIES:  He has no allergies,ALLERGIES:  Albert has no allergies
SOCIAL HISTORY AND FAMILY HISTORY:  He is a former smoker,SOCIAL HISTORY AND FAMILY HISTORY:  Jaime is a former smoker
"He 

lives with his family","Micheal 

lives with his family"
He has a family history of CAD,Luis has a family history of CAD
PHYSICAL EXAMINATION:  VITAL SIGNS:  He is afebrile,PHYSICAL EXAMINATION:  VITAL SIGNS:  Francis is afebrile
"GENERAL:  He is awake, alert, oriented, in no 

acute distress","GENERAL:  Russell is awake, alert, oriented, in no 

acute distress"
"He is 

slightly pale","Clarence is 

slightly pale"
"DISPOSITION (including condition upon discharge):  He is admitted 

for possible transfusion and Hematology/Oncology consultation","DISPOSITION (including condition upon discharge):  Douglas is admitted 

for possible transfusion and Hematology/Oncology consultation"
"He 

is stable at the time of his admission","Chad 

is stable at the time of his admission"
"Since our last visit, he saw GI - going for scope to eval pancreas and do biopsies","Since our last visit, William saw GI - going for scope to eval pancreas and do biopsies"
Thinks he mgiht have passed a small kidney stone a few weeks ago,Thinks Matthew mgiht have passed a small kidney stone a few weeks ago
"On the night prior to admission, pt was in the kitchen, leaning on the counter top, feeling hot and tired when as she was turning to walk back to bed, she began to fall back","On the night prior to admission, pt was in the kitchen, leaning on the counter top, feeling hot and tired when as Curtis was turning to walk back to bed, Curtis began to fall back"
"Her son, who was in the room, was able to catch her before she actually fell","Her son, who was in the room, was able to catch her before Tim actually fell"
He reports that she seemed awake but was not responding,Kyle reports that John seemed awake but was not responding
Pt was out for approx 30-45 seconds when she came to,Pt was out for approx 30-45 seconds when Randy came to
She does not remember going down,Curtis does not remember going down
"She denies any auras before going down, no chest pain, no palpitations, no increased SOB","Freddie denies any auras before going down, no chest pain, no palpitations, no increased SOB"
Her son called EMT and she was brought in to PHH,Her son called EMT and Jeremy was brought in to PHH
"She received an aspirin along with many of her home meds, CXR c/w pulmonary congestion","Robert received an aspirin along with many of her home meds, CXR c/w pulmonary congestion"
She was eventually transferred to floor in stable condition,Herbert was eventually transferred to floor in stable condition
"He is a 54-year-old man with obesity, dyslipidemia and hypertension, S/P dual-chamber pacemaker placement by Dr","Edward is a 54-year-old man with obesity, dyslipidemia and hypertension, S/P dual-chamber pacemaker placement by Dr"
"He complained of fatigue and exertional throat tightness and a nuclear stress test in June, 2060, revealed apical ischemia and an ejection fraction of 70 percent","Willard complained of fatigue and exertional throat tightness and a nuclear stress test in June, 2060, revealed apical ischemia and an ejection fraction of 70 percent"
"He received a 3mm stent, postdilated to 3","Chris received a 3mm stent, postdilated to 3"
"He spent an uneventful night without complaints, ambulating and voiding without difficulty","Bernard spent an uneventful night without complaints, ambulating and voiding without difficulty"
"He was discharged home on aspirin, 325mg po qd; Plavix, 75mg po qd, to be continued for at least six months according to the research trial protocol; atenolol, 50mg po qd; Lipitor, 80mg po qd; Prilosec, 20mg po qd; Proventil, two puffs qid; and sublingual nitroglycerin, prn chest pain","James was discharged home on aspirin, 325mg po qd; Plavix, 75mg po qd, to be continued for at least six months according to the research trial protocol; atenolol, 50mg po qd; Lipitor, 80mg po qd; Prilosec, 20mg po qd; Proventil, two puffs qid; and sublingual nitroglycerin, prn chest pain"
"We've asked him to see you in the next couple of weeks, and to call if he has questions before then","We've asked Troy to see you in the next couple of weeks, and to call if Troy has questions before then"
He also will follow up with the research staff per protocol guidelines,Joseph also will follow up with the research staff per protocol guidelines
She states that her pain started about three weeks ago when she was bending and picking up a pot,Kirk states that her pain started about three weeks ago when Kirk was bending and picking up a pot
"She states she had a pain in her back that radiated around her right side down her groin into her medial leg, not past the knee","Victor states Victor had a pain in her back that radiated around her right side down her groin into her medial leg, not past the knee"
She states that it went away at that time,Larry states that it went away at that time
The next day she felt worsened and had difficulty working and saw her physician,The next day Antonio felt worsened and had difficulty working and saw her physician
"Since then, she feels about 60-75 percent better","Since then, Jeremy feels about 60-75 percent better"
She states that her pain is constant and describes it as a sharp pain,Kyle states that her pain is constant and describes it as a sharp pain
She does state she feels weak and her knee would buckle,Brandon does state Brandon feels weak and her knee would buckle
She does not have any numbness or tingling,Ricky does not have any numbness or tingling
"She states she uses a walker to get to her bathroom, however, otherwise stays in the recliner","Philip states Philip uses a walker to get to her bathroom, however, otherwise stays in the recliner"
"Therapeutically, she has not received any physical therapy or occupational therapy","Therapeutically, Daryl has not received any physical therapy or occupational therapy"
"She is currently taking Darvocet, however, less frequently, and Celebrex for arthritis","Frank is currently taking Darvocet, however, less frequently, and Celebrex for arthritis"
"Diagnostically, she has had an MRI scan in April 2092 that showed multi-level spinal stenosis, most prominent at L3/L4, especially on the right side, secondary to facet arthropathy and ligamentum flavum infolding, as well as possibly a mild disk bulge","Diagnostically, Terrence has had an MRI scan in April 2092 that showed multi-level spinal stenosis, most prominent at L3/L4, especially on the right side, secondary to facet arthropathy and ligamentum flavum infolding, as well as possibly a mild disk bulge"
She has not had a bone mineral density at this time,Philip has not had a bone mineral density at this time
"MEDICATIONS: Currently, the medication she is on is Celebrex, Hyzaar for her blood pressure, and Darvocet for her pain","MEDICATIONS: Currently, the medication Raymond is on is Celebrex, Hyzaar for her blood pressure, and Darvocet for her pain"
"ALLERGIES: She states that taking Tylenol With Codeine gives her toes a burning sensation, and ibuprofen causes tinnitus","ALLERGIES: Dennis states that taking Tylenol With Codeine gives her toes a burning sensation, and ibuprofen causes tinnitus"
PAST MEDICAL HISTORY: She has got high blood pressure and shoulder arthritis,PAST MEDICAL HISTORY: Barry has got high blood pressure and shoulder arthritis
PAST SURGICAL HISTORY: She had a left breast biopsy which she states was not cancerous,PAST SURGICAL HISTORY: Bob had a left breast biopsy which Bob states was not cancerous
SOCIAL/FUNCTIONAL HISTORY: She is functionally currently not working,SOCIAL/FUNCTIONAL HISTORY: Clifton is functionally currently not working
She is taking sick time,Rene is taking sick time
She has not worked for the past three weeks,Howard has not worked for the past three weeks
She is a Head Nurse and worked at The Library Corporation for the last 35 years,Jesus is a Head Nurse and worked at The Library Corporation for the last 35 years
She states her job is medium as far as intensity of work,Jerry states her job is medium as far as intensity of work
"Functionally, her activities of daily living are limited, and she uses an assistive device","Functionally, her activities of daily living are limited, and Alberto uses an assistive device"
"SOCIAL HISTORY: She is widowed and she has four healthy children, ages 51, 50, 48, and 46","SOCIAL HISTORY: Floyd is widowed and Floyd has four healthy children, ages 51, 50, 48, and 46"
She does not smoke or drink,Willard does not smoke or drink
FAMILY HISTORY: She has aunts with diabetes and brother that had an myocardial infarction at 59,FAMILY HISTORY: Jesse has aunts with diabetes and brother that had an myocardial infarction at 59
She does have some joint pain and swelling in her shoulders and her feet occasionally,Jeff does have some joint pain and swelling in her shoulders and her feet occasionally
She does not have any numbness or tingling,Randall does not have any numbness or tingling
She does have some trouble walking secondary to the pain,Russell does have some trouble walking secondary to the pain
She does not feel fatigued and her appetite is okay and she does not feel anxious or stressed,Isaac does not feel fatigued and her appetite is okay and Isaac does not feel anxious or stressed
"She does have some mild trouble with sleeping, however, this has improved over the last few days","Aaron does have some mild trouble with sleeping, however, this has improved over the last few days"
Extension she had her type of pain at about 10-20 degrees,Extension Daniel had her type of pain at about 10-20 degrees
On hip examination she had some decreased internal rotation on the right when compared to the left,On hip examination Marcus had some decreased internal rotation on the right when compared to the left
"Sensory examination slightly decreased at L3 on the right; however, normal throughout; otherwise, gait was antalgic on the right and she did not want to bear weight","Sensory examination slightly decreased at L3 on the right; however, normal throughout; otherwise, gait was antalgic on the right and Dennis did not want to bear weight"
"Keep her out of work until she is able to receive the injection, as well as continue with her physical therapy to improve her strength, given her acute radiculopathy","Keep her out of work until Francis is able to receive the injection, as well as continue with her physical therapy to improve her strength, given her acute radiculopathy"
He was admitted to PNC on 7/12/17 for further management of his pancreatitis secondary to an ERCP/spincterotomy that was preformed at an outside hospital,Alex was admitted to PNC on 7/12/17 for further management of his pancreatitis secondary to an ERCP/spincterotomy that was preformed at an outside hospital
"He had a prolonged stay that included NPO, IVF, antibiotics, and TPN","Todd had a prolonged stay that included NPO, IVF, antibiotics, and TPN"
He was eventually transitioned to a diet and the TPN stopped,Eric was eventually transitioned to a diet and the TPN stopped
"He represents today for follow up c/o epigastric pain ""nails"" intermittently at night","Russell represents today for follow up c/o epigastric pain ""nails"" intermittently at night"
Pain noted on going to sleep but does not stop sleep and he does not awaken in the night from it,Pain noted on going to sleep but does not stop sleep and Randall does not awaken in the night from it
He continues on his antibiotic and will complete its course,Tony continues on his antibiotic and will complete its course
She had a mitral valve replacement with the St,Sean had a mitral valve replacement with the St
"Because of thrombosis of the valve with recurrent heart failure, she had a redo mitral valve replacement complicated by sinus arrest and AV nodal block requiring a permanent pacemaker","Because of thrombosis of the valve with recurrent heart failure, Samuel had a redo mitral valve replacement complicated by sinus arrest and AV nodal block requiring a permanent pacemaker"
"She also had several episodes of syncope, once after taking an additional dose of Lasix and another in the setting of over diuresis","Earl also had several episodes of syncope, once after taking an additional dose of Lasix and another in the setting of over diuresis"
Repeat echo showed that her AS was not critical and she had significant LV outflow tract obstruction,Repeat echo showed that her AS was not critical and Glenn had significant LV outflow tract obstruction
"She had intercurrent admissions for overdiuresis and for flash pulmonary edema with over- and under-diuresis, respectively","Miguel had intercurrent admissions for overdiuresis and for flash pulmonary edema with over- and under-diuresis, respectively"
"She currently takes Bumex 6 mg po bid, and with this, her weight has been 140-145 pounds, which is her target weight","Adam currently takes Bumex 6 mg po bid, and with this, her weight has been 140-145 pounds, which is her target weight"
"Since her last visit, she has done well at home","Since her last visit, Joe has done well at home"
"Her breathing at home is intermittently difficult, especially if she rushes","Her breathing at home is intermittently difficult, especially if Miguel rushes"
"However, oximetry shows that she is in the mid 90's at rest, and that she drops down to high 80's to 90 with exertion","However, oximetry shows that Roy is in the mid 90's at rest, and that Roy drops down to high 80's to 90 with exertion"
"She has had GI evaluation for anemia in the past, only revealing diverticulosis; her Hct was 28 recently, and Dr","Shawn has had GI evaluation for anemia in the past, only revealing diverticulosis; her Hct was 28 recently, and Dr"
She feels more energetic after this,Randy feels more energetic after this
"She takes Fe sulfate, but has some constipation from this","Billy takes Fe sulfate, but has some constipation from this"
She may require ENT surgery for vocal cord growth by Dr,Francis may require ENT surgery for vocal cord growth by Dr
She cannot tolerate ACE inhibitors because of her severe aortic stenosis,Alfredo cannot tolerate ACE inhibitors because of her severe aortic stenosis
"The patient states

that this chest pain that she felt is distinct and is

nonexertional","The patient states

that this chest pain that Salvador felt is distinct and is

nonexertional"
"Neurologically, she is alert and

oriented x3, normal mood and affect","Neurologically, Billy is alert and

oriented x3, normal mood and affect"
It is an initial visit for him with me,It is an initial visit for Eugene with me
"He had seen

Dr","Daniel had seen

Dr"
"Orthopedically speaking, he has a severe pes

planus deformity bilaterally with forefoot abductus and collapse of the medial column,

left greater than right","Orthopedically speaking, Francisco has a severe pes

planus deformity bilaterally with forefoot abductus and collapse of the medial column,

left greater than right"
"He was

reappointed as stated","Brian was

reappointed as stated"
"Per patient's daughter, he becomes lethargic and confused whenever he has fevers","Per patient's daughter, Nicholas becomes lethargic and confused whenever Nicholas has fevers"
Patient was doing well at NH until day prior to admission when he became lethargic,Patient was doing well at NH until day prior to admission when Perry became lethargic
The day of admission he had fever and was confused so daughter brought him to ED,The day of admission Henry had fever and was confused so daughter brought Henry to ED
"Per daughter patient's foley is supposed to be changed every 15 days at NH, but she does not believe that it has been changed","Per daughter patient's foley is supposed to be changed every 15 days at NH, but Herbert does not believe that it has been changed"
Patient is able to nod and answer questions although he is difficult to understand,Patient is able to nod and answer questions although Jim is difficult to understand
He is cooperative and responds to commands,Vincent is cooperative and responds to commands
"She presents with

episodes of gait instability, diffuse weakness, multiple falls","Fred presents with

episodes of gait instability, diffuse weakness, multiple falls"
She was brought in by her family for further evaluation,Jeffery was brought in by her family for further evaluation
"She

also had dark stools over the past few weeks","Virgil

also had dark stools over the past few weeks"
"She denies any

associated chest pain, shortness of breath, lightheadedness, any

syncope, any nausea or vomiting","Alvin denies any

associated chest pain, shortness of breath, lightheadedness, any

syncope, any nausea or vomiting"
"She does have a bruise on her

chin","Bernard does have a bruise on her

chin"
"She denies any focal weakness, numbness, or tingling","Leonard denies any focal weakness, numbness, or tingling"
SOCIAL HISTORY:  She lives with family,SOCIAL HISTORY:  Enrique lives with family
"General:  This is a pleasant female, elderly; she has got a 3-cm

ecchymosis over her mid left chin as well as over her left

shoulder","General:  This is a pleasant female, elderly; Joshua has got a 3-cm

ecchymosis over her mid left chin as well as over her left

shoulder"
She is oriented x3,Joseph is oriented x3
She is moving all extremities equally,Timothy is moving all extremities equally
"This has been going on for several

weeks, however, but also presents with melena over the past

several weeks and profound anemia for which she required

transfusion in the Emergency Department","This has been going on for several

weeks, however, but also presents with melena over the past

several weeks and profound anemia for which Ryan required

transfusion in the Emergency Department"
"She is quite

anemic has melanotic heme-positive stool","Howard is quite

anemic has melanotic heme-positive stool"
"She does not have an elevated

troponin at present","Daniel does not have an elevated

troponin at present"
She will need to be further monitored,Wesley will need to be further monitored
"She

was transfused here in the Emergency Department given her

profoundly low hematocrit after consent was obtained","Philip

was transfused here in the Emergency Department given her

profoundly low hematocrit after consent was obtained"
"I discussed with the patient's family

because of the bleeding he will need to be evaluated as ____

further cardiac biomarkers and further monitoring as well as

physical therapy evaluation once the patient's acute medical

issues have been addressed","I discussed with the patient's family

because of the bleeding Ivan will need to be evaluated as ____

further cardiac biomarkers and further monitoring as well as

physical therapy evaluation once the patient's acute medical

issues have been addressed"
"She will be admitted to the medical

service with diagnosis of symptomatic anemia, gastrointestinal

bleeding, congestive heart failure, and atrial fibrillation in

stable condition","Harry will be admitted to the medical

service with diagnosis of symptomatic anemia, gastrointestinal

bleeding, congestive heart failure, and atrial fibrillation in

stable condition"
"Over the past year she had had menorrhagia and 
underwent endometrial biopsy in September of 2078 followed by total abdominal 
hysterectomy in early October of 2078","Over the past year Manuel had had menorrhagia and 
underwent endometrial biopsy in September of 2078 followed by total abdominal 
hysterectomy in early October of 2078"
"Her post-operative course was 
complicated by a pelvic abscess for which she was rehospitalized in late 
October and during that hospitalization had an episode of atrial fibrillation 
which reverted spontaneously to sinus rhythm","Her post-operative course was 
complicated by a pelvic abscess for which Jim was rehospitalized in late 
October and during that hospitalization had an episode of atrial fibrillation 
which reverted spontaneously to sinus rhythm"
"The episode was accompanied by 
some substernal chest heaviness but no other symptoms and she was not aware of 
any palpitations","The episode was accompanied by 
some substernal chest heaviness but no other symptoms and Oscar was not aware of 
any palpitations"
"She was placed on verapamil 240 mg daily and has not had 
any symptomatic recurrences","Paul was placed on verapamil 240 mg daily and has not had 
any symptomatic recurrences"
"Her abdominal incision is open but healing and 
she has been recovering well","Her abdominal incision is open but healing and 
Jonathan has been recovering well"
She has no prior cardiac history,Douglas has no prior cardiac history
"She 
specifically denies any exertional chest pain, palpitations, or transient 
neurologic symptoms","Marshall 
specifically denies any exertional chest pain, palpitations, or transient 
neurologic symptoms"
"She can climb a flight of stairs at her own pace but is 
mildly dyspneic at the top of the stairs","Salvador can climb a flight of stairs at her own pace but is 
mildly dyspneic at the top of the stairs"
"She feels that her exertional 
capacity has increased somewhat over the past year and a half since she 
stopped smoking","Wesley feels that her exertional 
capacity has increased somewhat over the past year and a half since Wesley 
stopped smoking"
"She does not have a known history of hypertension, however 
VNA has been documenting blood pressures in the range of 130 to 190 mm Hg 
systolic with diastolic pressures ranging from 72 to 110 mm Hg despite therapy 
with verapamil","Robert does not have a known history of hypertension, however 
VNA has been documenting blood pressures in the range of 130 to 190 mm Hg 
systolic with diastolic pressures ranging from 72 to 110 mm Hg despite therapy 
with verapamil"
"She 
has GI intolerance to several analgesic medications","Arthur 
has GI intolerance to several analgesic medications"
"She previously smoked 
two packs per day but quit a year and a half ago of her own volition without 
any particular change in her health precipitating this","Willie previously smoked 
two packs per day but quit a year and a half ago of her own volition without 
any particular change in her health precipitating this"
"She rarely drinks 
ethanol","Richard rarely drinks 
ethanol"
She has not had any prior surgeries,Peter has not had any prior surgeries
"She probably has mild labile hypertension which has 
not been previously treated","Jay probably has mild labile hypertension which has 
not been previously treated"
"Page Three
RE:IRENE YARBROUGH
CDH#810 86 43 7
November 10, 2078
 
 
 
will see her again in six weeks at which time she will have the exercise 
tolerance test","Page Three
RE:IRENE YARBROUGH
CDH#810 86 43 7
November 10, 2078
 
 
 
will see her again in six weeks at which time Steven will have the exercise 
tolerance test"
"I followed him in the hospital 

when he was admitted in Apr for a left foot ulcer","I followed Ivan in the hospital 

when Ivan was admitted in Apr for a left foot ulcer"
"As you know, he is a 77 

year-old man from Eritrea with a history of diabetes, hypertension and 

hyperlipidemia, as well as peripheral vascular disease who has had bilateral 

lower extremity bypasses in the past","As you know, Daniel is a 77 

year-old man from Eritrea with a history of diabetes, hypertension and 

hyperlipidemia, as well as peripheral vascular disease who has had bilateral 

lower extremity bypasses in the past"
"He was admitted in Apr of 2091 with a nonhealing left lower extremity ulcer 

for lower extremity redo bypass surgery","Ralph was admitted in Apr of 2091 with a nonhealing left lower extremity ulcer 

for lower extremity redo bypass surgery"
"Since this was a small area, it was felt 

he 

could proceed with surgery with moderate risk on a beta-blocker","Since this was a small area, it was felt 

Kent 

could proceed with surgery with moderate risk on a beta-blocker"
"He 

underwent 

left lower extremity peripheral bypass surgery and did well postoperative 

with 

no symptoms of chest pain and no change in his EKG","Jon 

underwent 

left lower extremity peripheral bypass surgery and did well postoperative 

with 

no symptoms of chest pain and no change in his EKG"
"As a result of his large troponin leak, he 

underwent cardiac catheterization on Apr 15, 2091 which revealed an 80% left 

main stenosis, 100% totally occluded left anterior descending coronary 

artery, 

100% proximal first diagonal and a 60-70% lesion at the ostium of the 

posterior descending coronary artery with about a 50% lesion in the distal 

PDA","As a result of his large troponin leak, Sergio 

underwent cardiac catheterization on Apr 15, 2091 which revealed an 80% left 

main stenosis, 100% totally occluded left anterior descending coronary 

artery, 

100% proximal first diagonal and a 60-70% lesion at the ostium of the 

posterior descending coronary artery with about a 50% lesion in the distal 

PDA"
"Due to 

his severe left main stenosis, he underwent coronary artery bypass grafting 

on 

Apr 20, 2091","Due to 

his severe left main stenosis, Norman underwent coronary artery bypass grafting 

on 

Apr 20, 2091"
"He had LIMA to his left anterior descending artery and a vein 

graft to his obtuse marginal artery","Stephen had LIMA to his left anterior descending artery and a vein 

graft to his obtuse marginal artery"
"He did not have a graft to his 

posterior 

descending artery since he had a limit to the number of conduits secondary 

 

 

 

 

Nicholas-Xaviar, Fred

MR #65856594

May 08, 2091

Page Two

 

 

to his multiple peripheral vascular surgeries","Allen did not have a graft to his 

posterior 

descending artery since Allen had a limit to the number of conduits secondary 

 

 

 

 

Nicholas-Xaviar, Fred

MR #65856594

May 08, 2091

Page Two

 

 

to his multiple peripheral vascular surgeries"
"Postoperatively he did quite well and was discharged to rehabilitation on 

April 

27, 2091","Postoperatively Curtis did quite well and was discharged to rehabilitation on 

April 

27, 2091"
"Since that time, he has done quite well","Since that time, Samuel has done quite well"
"He has been progressing at 

rehabilitation to the point that he is now walking ten minutes three times 

per 

day and is working on walking up stairs since he lives on the second floor of 

his house","Raymond has been progressing at 

rehabilitation to the point that Raymond is now walking ten minutes three times 

per 

day and is working on walking up stairs since Raymond lives on the second floor of 

his house"
He denies any chest pain with walking,Paul denies any chest pain with walking
"He has no shortness of 

breath or dyspnea on exertion","Derek has no shortness of 

breath or dyspnea on exertion"
"He has been sleeping on two pillows for a 

long 

time and this is unchanged","Theodore has been sleeping on two pillows for a 

long 

time and this is unchanged"
"He denies paroxysmal nocturnal dyspnea or 

claudication symptoms with walking at this time","Seth denies paroxysmal nocturnal dyspnea or 

claudication symptoms with walking at this time"
"He does complain of some 

pain in his left shin just below his knee, particularly with palpation","Raymond does complain of some 

pain in his left shin just below his knee, particularly with palpation"
"He 

has 

plans to be discharged from rehabilitation in a few days","Curtis 

has 

plans to be discharged from rehabilitation in a few days"
"His jugular venous pressure is flat, and he has good carotid upstrokes 

without carotid bruits","His jugular venous pressure is flat, and Luis has good carotid upstrokes 

without carotid bruits"
"He 

has a small scrape on the inner aspect of his left leg, which is also healing 

well","Ryan 

has a small scrape on the inner aspect of his left leg, which is also healing 

well"
"He 

will continue with rehabilitation and increase his exercise capacity over 

time","Virgil 

will continue with rehabilitation and increase his exercise capacity over 

time"
"I have reassured him and his granddaughter that he is doing very well 

and that it will take up to two months until he feels back to his baseline","I have reassured Jacob and his granddaughter that Jacob is doing very well 

and that it will take up to two months until Jacob feels back to his baseline"
"I have recommended to him and to his rehabilitation facility that he increase 

his Zocor from 20-40mg q","I have recommended to Thomas and to his rehabilitation facility that Thomas increase 

his Zocor from 20-40mg q"
"I have also changed him to once daily cardiac 

regimen so I have changed his 

 

 

Nicholas-Xaviar, Fred

MR #65856594

May 08, 2091

Page Three

 

 

Captopril to Lisinopril 20mg q","I have also changed Henry to once daily cardiac 

regimen so I have changed his 

 

 

Nicholas-Xaviar, Fred

MR #65856594

May 08, 2091

Page Three

 

 

Captopril to Lisinopril 20mg q"
"He will follow up with me in three months time or sooner if he 

develops 

any new symptoms of chest pain, shortness of breath or any new cardiac 

concerns","Bruce will follow up with me in three months time or sooner if Bruce 

develops 

any new symptoms of chest pain, shortness of breath or any new cardiac 

concerns"
"He was seen, examined and discussed with Dr","Todd was seen, examined and discussed with Dr"
HE REMAINS ON VERY ELABORATE REGIMEN THAT HE HAD BEEN ON FOR YEARS BY DR,Dave REMAINS ON VERY ELABORATE REGIMEN THAT Dave HAD BEEN ON FOR YEARS BY DR
"BLOOD SUGARS BECAME HIGHER, HE DID EXCEPT NUTRITION REFERRAL, BEGUN ON METFORMIN 500 BID WITH GI SXS WHEN 3RD DOSE ADDED","BLOOD SUGARS BECAME HIGHER, Patrick DID EXCEPT NUTRITION REFERRAL, BEGUN ON METFORMIN 500 BID WITH GI SXS WHEN 3RD DOSE ADDED"
"Spell	      

4/4/90 at Gym while lying down with his head back, he had dizziness and then weakness","Spell	      

4/4/90 at Gym while lying down with his head back, Adam had dizziness and then weakness"
"Turns out he's had similar sxs for about 30 years, always with his head back","Turns out Morris's had similar sxs for about 30 years, always with his head back"
"HE HAS NOTED THIS OCCURS ESPECIALLY IF HE EATS LOTS OF CHOCOLATE, WHICH HE TENDS TO DO FREQUENTLY","Jaime HAS NOTED THIS OCCURS ESPECIALLY IF Jaime EATS LOTS OF CHOCOLATE, WHICH Jaime TENDS TO DO FREQUENTLY"
"DISCUSSED POSSIBLE ROLE OF FUROSEMIDE, AND SINCE IT IS NOT ENTIRELY CLR TO ME WHY HE NEEDS TO BE ON A HIGH DOSE OF FUROSEMIDE IT MAY BE POSSIBLE FOR THIS TO BE ADJUSTED","DISCUSSED POSSIBLE ROLE OF FUROSEMIDE, AND SINCE IT IS NOT ENTIRELY CLR TO ME WHY Morris NEEDS TO BE ON A HIGH DOSE OF FUROSEMIDE IT MAY BE POSSIBLE FOR THIS TO BE ADJUSTED"
4/84 VISIT NOTED THAT HE NEVER SAW DR,4/84 VISIT NOTED THAT Raymond NEVER SAW DR
HE IS RETIRED,Perry IS RETIRED
"Takes former only when he is having a stone passage problem, because it upsets his stomach","Takes former only when Leroy is having a stone passage problem, because it upsets his stomach"
She was hospitalized in 7/97 for a fairly acute deterioration of renal function and hyperkalemia,Nicholas was hospitalized in 7/97 for a fairly acute deterioration of renal function and hyperkalemia
At that time she was told to DC Lisinopril and Vioxx,At that time Henry was told to DC Lisinopril and Vioxx
She and her daughter come in now to review results of the recent renal MRA,Jesse and her daughter come in now to review results of the recent renal MRA
"She denies any chest pain, shortness of breath","Sean denies any chest pain, shortness of breath"
She has been trying to avoid foods high in potassium but she is not sure about K+ content of many foods,Luis has been trying to avoid foods high in potassium but Luis is not sure about K+ content of many foods
She has been taking Lisinopril at the same dose since her CBG in 2095 and has been taking NSAIDs for fibromyalgia for several years,Tracy has been taking Lisinopril at the same dose since her CBG in 2095 and has been taking NSAIDs for fibromyalgia for several years
A:  73 yr old with HTN has had deterioration of renal function since 2095 when she began taking ACEi concomitantly with NSAID,A:  73 yr old with HTN has had deterioration of renal function since 2095 when Randall began taking ACEi concomitantly with NSAID
She has not been taking any NSAID including OTC forms,Dave has not been taking any NSAID including OTC forms
"I attempted to explain the differences between renal perfusion, renal function, and to advise her about the role/impact of ACEi for BP and her heart (her daughter is worried that her heart will suffer if she doesn't take the ACEi)","I attempted to explain the differences between renal perfusion, renal function, and to advise her about the role/impact of ACEi for BP and her heart (her daughter is worried that her heart will suffer if Benjamin doesn't take the ACEi)"
She has an appt with Dr Whitehead on 8/27,Don has an appt with Dr Whitehead on 8/27
"Since last seen, she notes a number of somewhat concerning symptoms","Since last seen, Lawrence notes a number of somewhat concerning symptoms"
"First of all, she is noting some mid sternal chest discomfort with exertion","First of all, Frank is noting some mid sternal chest discomfort with exertion"
"She associates this with back pain related to a remote back injury, but nonetheless with exertions she develops some degree of mid sternal chest discomfort, non radiating, associated may be with some shortness of breath","Jerome associates this with back pain related to a remote back injury, but nonetheless with exertions Jerome develops some degree of mid sternal chest discomfort, non radiating, associated may be with some shortness of breath"
She has not used any nitroglycerin for it,Ross has not used any nitroglycerin for it
It gets better when she rests,It gets better when Keith rests
"She denies palpitations, PND, or orthopnea","Herbert denies palpitations, PND, or orthopnea"
"In addition, she has nonspecific ST and T-wave changes","In addition, Calvin has nonspecific ST and T-wave changes"
"She has a h/o DM, HTN, GERD, LBP and CAD","Kyle has a h/o DM, HTN, GERD, LBP and CAD"
