sentences,replaced
"On the day of presentation, the daughter-in-law reports that the pt fell 13 times and when she could no longer help him rise called EMS","On the day of presentation, the daughter-in-law reports that the pt fell 13 times and when Isabbel could no longer help Odain rise called EMS"
"6o, P:99, BP:174/65, RR:20, SaO2: 91% on RA

EW: After the pt presented to the EW, he tested positive for influenza A and was treated supportively","6o, P:99, BP:174/65, RR:20, SaO2: 91% on RA

EW: After the pt presented to the EW, Omfahad tested positive for influenza A and was treated supportively"
He was also noted to have a UTI and given a dose of antibiotics (levofloxacin and vancomycin),Mishti was also noted to have a UTI and given a dose of antibiotics (levofloxacin and vancomycin)
He has been living with his daughter-in-law (Petty) for the past year,Mazarat has been living with his daughter-in-law (Petty) for the past year
"She cares for him greatly, but is unable to care for him any longer","Tanja-Maria cares for Magia Elena greatly, but is unable to care for Magia Elena any longer"
The pt's daughter in New York has agreed to take care of him,The pt's daughter in New York has agreed to take care of Girlaine
"Pt needs PT evaluation, may require walker or other equipment to help him ambulate

3","Pt needs PT evaluation, may require walker or other equipment to help Ayubkhan ambulate

3"
"Code Status: Discussed with patient, who expressed to me he would like to be DNR/DNI

7","Code Status: Discussed with patient, who expressed to me Niessa would like to be DNR/DNI

7"
"Patient states that he was in his usual state of health, which includes wheeling himself around his apartment and preparing simple meals such as oatmeal, until the week prior to admission","Patient states that Wilmisky was in his usual state of health, which includes wheeling himself around his apartment and preparing simple meals such as oatmeal, until the week prior to admission"
Mr Flaherty noted that he felt &#8220;lousy&#8221; throughout the week,Mr Flaherty noted that Virere felt &#8220;lousy&#8221; throughout the week
"He is unable to characterize this feeling, stating simply, &#8220;something wasn&#8217;t right","Gmp is unable to characterize this feeling, stating simply, &#8220;something wasn&#8217;t right"
&#8221;  Patient states he &#8220;may have felt nauseous&#8221; and &#8220;I might have had a fever,&#8221;  Patient states Ian Vincent &#8220;may have felt nauseous&#8221; and &#8220;I might have had a fever
"&#8221;  He denies feeling unsafe at home, denies difficulty with bills, denies rodent/vermin/cockroach infestation, denies leaving his stove on","&#8221;  Shoichi denies feeling unsafe at home, denies difficulty with bills, denies rodent/vermin/cockroach infestation, denies leaving his stove on"
"Needs help with shopping, which he gets from his good friend","Needs help with shopping, which Alistari gets from his good friend"
"IADLs: shop with friend, housekeep with friend, accounting independently, food prep independently, and transportation with help from friend



He never married and has no children","IADLs: shop with friend, housekeep with friend, accounting independently, food prep independently, and transportation with help from friend



Mmaagwe Prince never married and has no children"
He is a retired Heavy-Duty Equipment Mechanic (15yrs) and Concrete Finisher (25yrs),Aleksadr is a retired Heavy-Duty Equipment Mechanic (15yrs) and Concrete Finisher (25yrs)
He is a veteran,Yeremia is a veteran
"HISTORY OF PRESENTING COMPLAINT:  This is a 78-year-old gentleman 

who is a diabetic developed left foot ulcer six weeks ago after he 

had shaving of some calluses by a podiatrist","HISTORY OF PRESENTING COMPLAINT:  This is a 78-year-old gentleman 

who is a diabetic developed left foot ulcer six weeks ago after Heyling 

had shaving of some calluses by a podiatrist"
"He was started on Keflex, then when 

the initial cultures came back showing resistance to Keflex so he 

was switched to Cipro, however, his final cultures showed MRSA","Kamui was started on Keflex, then when 

the initial cultures came back showing resistance to Keflex so Kamui 

was switched to Cipro, however, his final cultures showed MRSA"
"He 

comes in with increasing redness and pain","Yulz 

comes in with increasing redness and pain"
SOCIAL HISTORY AND FAMILY HISTORY:  He is a Electrician,SOCIAL HISTORY AND FAMILY HISTORY:  Lipigas is a Electrician
"He drinks 

alcohol occasionally, he does not smoke","Ana Carlota drinks 

alcohol occasionally, Ana Carlota does not smoke"
"PHYSICAL EXAMINATION:  VITAL SIGNS:  He is afebrile, vital signs 

are stable","PHYSICAL EXAMINATION:  VITAL SIGNS:  Tatina is afebrile, vital signs 

are stable"
He does not look toxic,Gledjon does not look toxic
HEART:  He had a small heart murmur,HEART:  Komp had a small heart murmur
"EXTREMITIES:  He had multiple ulcers on his left foot, stage two or 

three, an ulcer on his heel as well as the distal third and fourth 

toes","EXTREMITIES:  Ajibode had multiple ulcers on his left foot, stage two or 

three, an ulcer on his heel as well as the distal third and fourth 

toes"
"He had 3+ pedal 

edema","Jbili had 3+ pedal 

edema"
THERAPY RENDERED/COURSE IN ED:  He was given a dose of Vancomycin,THERAPY RENDERED/COURSE IN ED:  Daniella was given a dose of Vancomycin
"The primary came and saw the patient as 

well and he was admitted to the hospital","The primary came and saw the patient as 

well and Laura Anne was admitted to the hospital"
"He came 

in complaining of that plus some nausea and was found to have a 

highly elevated glucose and was sent over here","Brandon Andres came 

in complaining of that plus some nausea and was found to have a 

highly elevated glucose and was sent over here"
"The patient denies 

any chest pain or pain any place else, but he does state that he 

feels poorly","The patient denies 

any chest pain or pain any place else, but Mahziyar does state that Mahziyar 

feels poorly"
"He may be having new cardiac event, 

although after a consultation with the Integra Health

cardiologist, he felt that perhaps this might not be a new event, 

but rather due to axis deviation","Yuelin may be having new cardiac event, 

although after a consultation with the Integra Health

cardiologist, Yuelin felt that perhaps this might not be a new event, 

but rather due to axis deviation"
"The 

nursing personnel at the nursing home also, after speaking with 

them states that he has chronic abdominal distention at baseline","The 

nursing personnel at the nursing home also, after speaking with 

them states that Natiesh has chronic abdominal distention at baseline"
"He also denies a cough, 

denies neck stiffness and denies a headache","Ouided also denies a cough, 

denies neck stiffness and denies a headache"
"He is tachycardic with a pulse rate of 112, respiratory rate 24 but 

he is maintaining a normal blood pressure of 131/79","Deniese is tachycardic with a pulse rate of 112, respiratory rate 24 but 

Deniese is maintaining a normal blood pressure of 131/79"
"GENERAL:  He is awake and alert, in no 

distress","GENERAL:  Cheppu is awake and alert, in no 

distress"
"He is communicative but some times difficult to 

understand","Djibson is communicative but some times difficult to 

understand"
He is oriented x2,Avi Mani is oriented x2
He is somewhat dysarthric,Francko is somewhat dysarthric
He has no evidence of an ear infection,Chanet has no evidence of an ear infection
"He has no 

lymphadenopathy","Arnelle has no 

lymphadenopathy"
"He has 

a right gluteal ulcer but is healing","Siyianni has 

a right gluteal ulcer but is healing"
GENITOURINARY:  He has a condom cath,GENITOURINARY:  Agnieszko has a condom cath
"He is 

somewhat contracted in his lower extremities but for the most part, 

no evidence of ulceration and no pedal edema","Elgendy is 

somewhat contracted in his lower extremities but for the most part, 

no evidence of ulceration and no pedal edema"
"He 

had a lot of gas but otherwise normal","Bsbs 

had a lot of gas but otherwise normal"
"As you know, she is a 52-year-old woman with a history of peripheral vascular disease","As you know, Beccy is a 52-year-old woman with a history of peripheral vascular disease"
"She underwent a redo left femoral to anterior tibial bypass graft using basilic and cephalic vein from her right arm on May 3, 2078","Ounais underwent a redo left femoral to anterior tibial bypass graft using basilic and cephalic vein from her right arm on May 3, 2078"
She has done well since the procedure,Zabeullah has done well since the procedure
She is now comes here complaining of left foot pain,Abdelmoghit is now comes here complaining of left foot pain
"She had an ultrasound in the vascular lab to rule out a DVT, which it did","Matsvei had an ultrasound in the vascular lab to rule out a DVT, which it did"
She explains the discomfort as pain and burning in the bottom of her foot as well as her arch and over the dorsum of the foot,Dobgima explains the discomfort as pain and burning in the bottom of her foot as well as her arch and over the dorsum of the foot
"On exam, she is a well appearing female in no acute distress","On exam, Hiu Wah is a well appearing female in no acute distress"
She is alert and oriented x3,Marbrilia is alert and oriented x3
She appears grossly neurologically intact,Simehamed appears grossly neurologically intact
Her left foot is warm and well perfused and she has a very small pinhole ulcer over the plantar aspect of her left great toe,Her left foot is warm and well perfused and Najemdine has a very small pinhole ulcer over the plantar aspect of her left great toe
She has no other ischemic skin changes noted,Mosadinyana has no other ischemic skin changes noted
She also experienced this discomfort prior to her surgery,Shajida also experienced this discomfort prior to her surgery
She is enquiring about starting Neurontin,Karlynha is enquiring about starting Neurontin
I have said she would be able to try either Neurontin or Lyrica to help with the peripheral neuropathy,I have said Arotiba would be able to try either Neurontin or Lyrica to help with the peripheral neuropathy
She will return next week for her postoperative graft scan to assess her circulation,Arda Berk will return next week for her postoperative graft scan to assess her circulation
She knows to contact us sooner if thing worsen,Tsundukani knows to contact us sooner if thing worsen
"She comes in with an acute headache this morning, 
followed by a syncopal event, which lasted approximately five 
seconds","David Rodrigo comes in with an acute headache this morning, 
followed by a syncopal event, which lasted approximately five 
seconds"
"Currently, she is complaining of intermittent chest pain 
and a continuing headache across her head and down to her eyes","Currently, Marcela Lorena is complaining of intermittent chest pain 
and a continuing headache across her head and down to her eyes"
"MEDICATIONS:  She was on prednisone, which was recently stopped","MEDICATIONS:  Chechen was on prednisone, which was recently stopped"
"PHYSICAL EXAMINATION:  On physical examination, she is an elderly 
black female in no acute distress","PHYSICAL EXAMINATION:  On physical examination, Shiyama is an elderly 
black female in no acute distress"
"She has a temperature of 100 
degrees F","Zlatisa has a temperature of 100 
degrees F"
"She has no palpable temporal 
or skull tenderness","Jnes has no palpable temporal 
or skull tenderness"
"She has had an EKG, 
which does show some T-wave changes, different from when she was 
here for her CABG","Muxredin has had an EKG, 
which does show some T-wave changes, different from when Muxredin was 
here for her CABG"
"She will also have cardiac enzymes sent and 
will be admitted to the hospital for further monitoring of her 
syncopal event","Eldorina will also have cardiac enzymes sent and 
will be admitted to the hospital for further monitoring of her 
syncopal event"
"Brings in medicines, all of which she took for one week","Brings in medicines, all of which Chipa Chipa took for one week"
"(Patient occasionally does not take pills at supper as she is still fearful of hypoglycemia), clonazepam 1 mg b","(Patient occasionally does not take pills at supper as Saheeda is still fearful of hypoglycemia), clonazepam 1 mg b"
"States she is fearful she will die during night if sugar gets too low, therefore, occasionally does not take pills before supper and gets higher readings at night in the 240's to 260's","States Basieman is fearful Basieman will die during night if sugar gets too low, therefore, occasionally does not take pills before supper and gets higher readings at night in the 240's to 260's"
"As you know, he is a 78-year-old gentleman who underwent coronary artery bypass grafting on 07/20/2096 and had two-vessel CABG at that time with a LIMA to mid LAD and a saphenous vein graft to the right coronary artery","As you know, Alawddin is a 78-year-old gentleman who underwent coronary artery bypass grafting on 07/20/2096 and had two-vessel CABG at that time with a LIMA to mid LAD and a saphenous vein graft to the right coronary artery"
Left atrial appendage was amputated and he had a closure of a PFO as well as a CryoMAZE procedure,Left atrial appendage was amputated and Aharon had a closure of a PFO as well as a CryoMAZE procedure
"After the coronary artery bypass grafting, he had done well but now is noting that the shortness of breath and dyspnea on exertion has recurred","After the coronary artery bypass grafting, Sondrila had done well but now is noting that the shortness of breath and dyspnea on exertion has recurred"
He had been seen by GI and also by Pulmonary and has been treated for gastroesophageal reflux,Andrecito had been seen by GI and also by Pulmonary and has been treated for gastroesophageal reflux
He was found to have a pleural effusion which has been drained and he has had sclerosing of that,Marie Claudia was found to have a pleural effusion which has been drained and Marie Claudia has had sclerosing of that
He has also had an admission for renal failure this spring,Harut has also had an admission for renal failure this spring
He does not drink alcohol,Waltz does not drink alcohol
He lives independently with his wife and comes to the interview with his daughter who works at Casco Bay Shipping,Hits lives independently with his wife and comes to the interview with his daughter who works at Casco Bay Shipping
He has not had any visual loss or hearing loss,Klaret has not had any visual loss or hearing loss
He denies hematochezia,Lysjen denies hematochezia
"He has not had difficulty swallowing, change in bowel habits, constipation, diarrhea, or hematemesis","Inday has not had difficulty swallowing, change in bowel habits, constipation, diarrhea, or hematemesis"
"He denies chest pain, PND, orthopnea, or pedal edema","Traudi denies chest pain, PND, orthopnea, or pedal edema"
He denies dysuria or hematuria,Ciuri Shavadze denies dysuria or hematuria
He has not had any rashes or poor healing wound lesions,Azizul Hoque has not had any rashes or poor healing wound lesions
"He does have low dullness in both bases

-Cardiac:   Remarkable for well-healed midline incision of the sternum","Keinis does have low dullness in both bases

-Cardiac:   Remarkable for well-healed midline incision of the sternum"
"He has a normal S1 and S2 and a grade 1/6 holosystolic murmur radiating to the apex and a grade 1/6 high-pitched holosystolic murmur at the left sternal border which is different from the other murmur

-Abdomen:   Normal bowel sounds","Ljubomir Mika has a normal S1 and S2 and a grade 1/6 holosystolic murmur radiating to the apex and a grade 1/6 high-pitched holosystolic murmur at the left sternal border which is different from the other murmur

-Abdomen:   Normal bowel sounds"
He has no pedal edema,Eidmantas has no pedal edema
"He has no clubbing or cyanosis



Procedures:

Tc MIBI STATUS POST The patient underwent adenosine MIBI testing on","Parama has no clubbing or cyanosis



Procedures:

Tc MIBI STATUS POST The patient underwent adenosine MIBI testing on"
He had no chest pain,Sharnu had no chest pain
His anginal equivalent prior to that was dyspnea on exertion and he did well for a period of time but now has dyspnea on exertion again,His anginal equivalent prior to that was dyspnea on exertion and Gallin did well for a period of time but now has dyspnea on exertion again
He has atrial fibrillation which is now recurrent but the rate seems to be reasonably well controlled,Cathleen has atrial fibrillation which is now recurrent but the rate seems to be reasonably well controlled
He also has a history of plural effusions which could have been contributing to shortness of breath as well and that has been dealt with corrosion of the pleura,Fung Ho also has a history of plural effusions which could have been contributing to shortness of breath as well and that has been dealt with corrosion of the pleura
He has mitral regurgitation which in the past was said to be moderate and he has had the closure of PFO,Aurelio Casilia has mitral regurgitation which in the past was said to be moderate and Aurelio Casilia has had the closure of PFO
He has insulin-dependent diabetes and hypertension,Rachwen has insulin-dependent diabetes and hypertension
He also has low platelets,Nestor Armando also has low platelets
"He has murmur consistent with mitral regurgitation, but he has no evidence of decompensated congestive failure at this time","Xeyri has murmur consistent with mitral regurgitation, but Xeyri has no evidence of decompensated congestive failure at this time"
He also has chronic renal insufficiency which makes things more complicated as well,Diel also has chronic renal insufficiency which makes things more complicated as well
He is clearly limited in his exercise capacity and wants to have something done,Lekkas is clearly limited in his exercise capacity and wants to have something done
"I would like to get an echocardiogram to be sure we are dealing with constrictive disease, but I think he will probably need to have a cardiac catheterization","I would like to get an echocardiogram to be sure we are dealing with constrictive disease, but I think Karat will probably need to have a cardiac catheterization"
"I would like to get the echocardiogram, bring him in for cardiac catheterization, and see if there are narrowings either in the graft or in his native arteries that may be contributing to the anterior wall ischemia","I would like to get the echocardiogram, bring Jpt in for cardiac catheterization, and see if there are narrowings either in the graft or in his native arteries that may be contributing to the anterior wall ischemia"
Starting him on an antiarrhythmic to see if we can reestablish sinus rhythm may be worth considering or perhaps cardioversion after the cardiac catheterization,Starting Ishwarbhai on an antiarrhythmic to see if we can reestablish sinus rhythm may be worth considering or perhaps cardioversion after the cardiac catheterization
he does have mild swelling of ankles,Radojka Rajka does have mild swelling of ankles
The patient herself notes that she has been feeling much more tired over the past few days and has had gradually worsening shortness of breath both at rest and with exertion,The patient herself notes that Aidou has been feeling much more tired over the past few days and has had gradually worsening shortness of breath both at rest and with exertion
She denies any chest pain or discomfort,Marcin M denies any chest pain or discomfort
She has had no lower extremity edema,Kosdi has had no lower extremity edema
She has no orthopnea or PND,Hendrik-Jan has no orthopnea or PND
She has had a slight cough for the past few weeks,Pfarelo has had a slight cough for the past few weeks
"3 weeks ago, her cough was productive of scant greenish sputum and she was given a course of azithromycin which she completed","3 weeks ago, her cough was productive of scant greenish sputum and Handren was given a course of azithromycin which Handren completed"
"She denies any fevers, chills, nausea, vomiting, diarrhea, or dysuria","Marie Jose denies any fevers, chills, nausea, vomiting, diarrhea, or dysuria"
She has had frequency due to her lasix,Abgdevz has had frequency due to her lasix
She was given 3 back to back combivent treatments at home with minimal improvement in her symptoms,Railene was given 3 back to back combivent treatments at home with minimal improvement in her symptoms
EMS was called and she was brought to the PHH ED,EMS was called and Moutaman was brought to the PHH ED
She has been living at home since the end of September,Wallani has been living at home since the end of September
"She receives VNA services at home, in addition her son lives with her and helps to take care of her","Mrj receives VNA services at home, in addition her son lives with her and helps to take care of her"
She is widowed,Meksz is widowed
"She feels her pain has been

under relatively good control","Norma Nohemi feels her pain has been

under relatively good control"
"She has had a few falls since she was last seen all

due to losing her balance or tripping","Cyafieputra has had a few falls since Cyafieputra was last seen all

due to losing her balance or tripping"
"She is trying to be more careful to avoid future falls by watching closely

where she is walking","Rahimie is trying to be more careful to avoid future falls by watching closely

where Rahimie is walking"
She has no active infection at present,Sacad has no active infection at present
"She is scheduled for follow-up EMG nerve

conduction studies in January","Alkont is scheduled for follow-up EMG nerve

conduction studies in January"
ON EXAM:  She is her usual pleasant self,ON EXAM:  Fryta is her usual pleasant self
"Phyllis Brewer of

Internal Medicine to see if she has any other ideas as to any additional work-up

or treatment","Phyllis Brewer of

Internal Medicine to see if Rozely has any other ideas as to any additional work-up

or treatment"
"As you know, I did see her back in September where she was diagnosed with possible right-sided eustachian tube dysfunction","As you know, I did see her back in September where Dusanka was diagnosed with possible right-sided eustachian tube dysfunction"
She reports that her hearing has continued to fluctuate,Nduwamaho reports that her hearing has continued to fluctuate
"When questioned, she reports that she only used the nose spray twice since I did prescribe it","When questioned, Mogbojuri reports that Mogbojuri only used the nose spray twice since I did prescribe it"
"On examination today, she otherwise appears well","On examination today, Keuntaek otherwise appears well"
She has no tympanosclerosis or cholesteatoma,Bepe has no tympanosclerosis or cholesteatoma
Plan:  She does take multiple medications,Plan:  Ahuchem does take multiple medications
"If she does fail this and this is not eustachian tube dysfunction, I would consider her to have endolymphatic hydrops","If Kekey does fail this and this is not eustachian tube dysfunction, I would consider her to have endolymphatic hydrops"
"However, she has taken multiple medications currently for both blood pressure including atenolol, Cozaar, Lasix, and verapamil","However, Muheto has taken multiple medications currently for both blood pressure including atenolol, Cozaar, Lasix, and verapamil"
He also has had a 15 lb weight loss over the past 2 months,Damodur also has had a 15 lb weight loss over the past 2 months
"He denies fever, chills, night sweats, chest tightness, hemoptysis or blood streaking","Remmosejuk denies fever, chills, night sweats, chest tightness, hemoptysis or blood streaking"
"5 mg nebulized bid
Hypertonic Saline 4mL inhaled bid


FH/SH: lives on long island with partner of 5 years, she is a Notary","5 mg nebulized bid
Hypertonic Saline 4mL inhaled bid


FH/SH: lives on long island with partner of 5 years, Mohamaf is a Notary"
"states urine output regular, but had several day period of constipation and abdominal that he was able to resolve with prune juice and Activia yogurt","states urine output regular, but had several day period of constipation and abdominal that Danus was able to resolve with prune juice and Activia yogurt"
He will be admitted to pulmonary PA service,Nadmid will be admitted to pulmonary PA service
He is on prednisone at 15 mg given hx of arthritis,Sara Bintu is on prednisone at 15 mg given hx of arthritis
He is an 67-year-old Honduran man with a history of diabetes mellitus and HTN,Flakitha is an 67-year-old Honduran man with a history of diabetes mellitus and HTN
In August he suffered a stroke,In August Shiera suffered a stroke
He reports that his speech was affected and that he developed severe right arm and leg weakness without sensory loss,Nana Afiah reports that his speech was affected and that Nana Afiah developed severe right arm and leg weakness without sensory loss
He recalls no problem with his vision,Isaaf recalls no problem with his vision
He was hospitalized at Dubuque Obstetrics Gynocology Center,Basilio Sergio was hospitalized at Dubuque Obstetrics Gynocology Center
He does no know the extent of the evaluation,Phayas does no know the extent of the evaluation
He was discharged on aspirin to Mitchell County Hospital,Rolivhuwa was discharged on aspirin to Mitchell County Hospital
He is now living at home with his wife and son with visiting nurse assistance,Anjeev is now living at home with his wife and son with visiting nurse assistance
He has severe residual weakness of the right arm and leg,Ocal has severe residual weakness of the right arm and leg
He also complains of dizziness and an abnormal numbness in his mouth,Stipan Pipe also complains of dizziness and an abnormal numbness in his mouth
He also notices a noise in his head when he sleeps,Ofek also notices a noise in his head when Ofek sleeps
He has DM and HTN,Gesualdo has DM and HTN
He is a nonsmoker,Shukur is a nonsmoker
"He is currently taking aspirin, insulin, antihypertensive medication of some type and possibly a cholesterol lowering agent, although he is no sure of this","Adelphe is currently taking aspirin, insulin, antihypertensive medication of some type and possibly a cholesterol lowering agent, although Adelphe is no sure of this"
He has no known allergies,Jazak has no known allergies
He is aware of no significant family history,Syera is aware of no significant family history
He is married,Hosseyni is married
He lives with his wife and 22-year-old son,Estivile lives with his wife and 22-year-old son
He came to america from Honduras in 2073,Calou came to america from Honduras in 2073
He worked nights in construction until his stroke,Popis worked nights in construction until his stroke
The mental state is normal; he speaks Spanish and broken English,The mental state is normal; Grahovac speaks Spanish and broken English
"He is able to name, repeat, and comprehend well","Dingding is able to name, repeat, and comprehend well"
(He tries to raise his arm proximally by elevating the shoulder,(Sepolasepol tries to raise his arm proximally by elevating the shoulder
The right plantar response is mute; he withdraws the left,The right plantar response is mute; Ntirambeba withdraws the left
He wears a right AFO,Francione wears a right AFO
"He can stand up from his wheelchair and bear weight maneuvering himself to the examining table, but he cannot walk unsupported","Atdhedon can stand up from his wheelchair and bear weight maneuvering himself to the examining table, but Atdhedon cannot walk unsupported"
"He has major stroke risk factors, including DM, HTN, and probably hypercholesterolemia","Utama has major stroke risk factors, including DM, HTN, and probably hypercholesterolemia"
He will certainly need an adjustment of his antihypertensive regimen,Tabi will certainly need an adjustment of his antihypertensive regimen
He tells me that he is planning to see his PCP for this purpose,Slavik tells me that Slavik is planning to see his PCP for this purpose
I asked him to return here in a month to review this,I asked Fabio Enrrique to return here in a month to review this
She uses the inhalers regularly,Agasi uses the inhalers regularly
Funny taste in the mouth after she does the inhalers in the morning,Funny taste in the mouth after Hidetomo does the inhalers in the morning
She does rinse her mouth after the pulmicort,Hanna Mae does rinse her mouth after the pulmicort
She has been going to FitSport and exercising better,Plavo Nebo has been going to FitSport and exercising better
"Her Daughter, Ingalls, lives in BOURNE-she is a variable cause of stress","Her Daughter, Ingalls, lives in BOURNE-Paro is a variable cause of stress"
She is going to FitSport almost every day,Zigor is going to FitSport almost every day
"Review of Systems

ROS-Sleep has been OK, occ wakening in the middle of the night-she uses amytriptiline at night","Review of Systems

ROS-Sleep has been OK, occ wakening in the middle of the night-Nimettullah uses amytriptiline at night"
energy is better since she is exercising more,energy is better since Tc Ata is exercising more
Cough-we discussed that she will need to stay on the albuterol and the pulmicort in order to prevent the cough from coming back,Cough-we discussed that Elaine will need to stay on the albuterol and the pulmicort in order to prevent the cough from coming back
Continue the celexa 20mg and she is also on amytriptiline (per Dr,Continue the celexa 20mg and Yhosy is also on amytriptiline (per Dr
She will double check the dose through him,Noris Edith will double check the dose through Ma Virginia
"She

said it was acute onset and felt like palpitations","Nusaifa

said it was acute onset and felt like palpitations"
"She also

said it felt like a burning","Le Van also

said it felt like a burning"
"She had mild shortness of breath

and left arm achiness","Anggraeny had mild shortness of breath

and left arm achiness"
"She had no nausea, no vomiting, no fevers

or chills","Janexitap had no nausea, no vomiting, no fevers

or chills"
"She had no trauma, no lightheadedness, and no

syncope","Auwal Abubakar had no trauma, no lightheadedness, and no

syncope"
"At this point, we decided to give

her baseline metoprolol dose and she missed two doses","At this point, we decided to give

her baseline metoprolol dose and Aretas missed two doses"
"If both of

those enzymes are negative, we feel that she is safe to go home

from the ED Observation Unit","If both of

those enzymes are negative, we feel that Grzegorz Dorota is safe to go home

from the ED Observation Unit"
"He feels minimal chest tightness, with no shortness of breath","Friedel feels minimal chest tightness, with no shortness of breath"
He denies wheeze,Pungkina denies wheeze
He is able to tolerate exercise on treadmill without chest pain,Seong Beom is able to tolerate exercise on treadmill without chest pain
He denies fever or chills,Rodders denies fever or chills
"This AM while shoveling snow he started to feel &#8220;unwell&#8221; c/o dizziness, slightly nauseous and sweaty","This AM while shoveling snow Sekretaria started to feel &#8220;unwell&#8221; c/o dizziness, slightly nauseous and sweaty"
"He denied CP, SOB/V/diaphoresis","Kamaledadawova denied CP, SOB/V/diaphoresis"
He may have had a similar event 3 years ago during heavy exertion (1 episode),Carmen Luisa may have had a similar event 3 years ago during heavy exertion (1 episode)
He felt this was like prior hypoglycemic episodes,Nicholet felt this was like prior hypoglycemic episodes
He awoke as his wife returned to give him the OJ and felt completely better after drinking it,Donja awoke as his wife returned to give Donja the OJ and felt completely better after drinking it
"He was found to have a new RBBB and new STE in 2, 3, avf and V3-V6 with depressions in 1, avl","Hasmira was found to have a new RBBB and new STE in 2, 3, avf and V3-V6 with depressions in 1, avl"
"Mr Slater&#8217;s sugars were initially well controlled off insulin, but a week and a half ago he began to develop lower extremity edema, DOE, and general fatigue","Mr Slater&#8217;s sugars were initially well controlled off insulin, but a week and a half ago Moitoi began to develop lower extremity edema, DOE, and general fatigue"
He began to taper the prednisone (to 40 mg daily) and then stopped them altogether yesterday,Sayenna began to taper the prednisone (to 40 mg daily) and then stopped them altogether yesterday
He presented to the FPC ED complaining of fatigue and weakness and was found to have a FSBG&gt;500,Paula Grilo presented to the FPC ED complaining of fatigue and weakness and was found to have a FSBG&gt;500
"His blood pressure, oxygenation, and respiratory were the normal range and he was given 2 L of NS and regular insulin","His blood pressure, oxygenation, and respiratory were the normal range and Nakibul was given 2 L of NS and regular insulin"
He was admitted to the hospital for further evaluation and management,Zhainar was admitted to the hospital for further evaluation and management
"On arrival to the floor, he reports feeling tired, but that his weakness and fatigue have improved since he arrived in the ED","On arrival to the floor, Saturnin reports feeling tired, but that his weakness and fatigue have improved since Saturnin arrived in the ED"
"He continues to have LE edema, which has worsened in the last day","Annchatrine continues to have LE edema, which has worsened in the last day"
"He denies recent weight loss, fevers, cough, dyspnea or PND, syncope, N/V, diarrhea, constipation, melena, urinary symptoms, joint pain, bruising, worsening rash, skin lesions, double vision, dysarthria, headache, or focal weakness or numbness","Catriana denies recent weight loss, fevers, cough, dyspnea or PND, syncope, N/V, diarrhea, constipation, melena, urinary symptoms, joint pain, bruising, worsening rash, skin lesions, double vision, dysarthria, headache, or focal weakness or numbness"
"He presented to his PCP with a chief complaint of SOB, although he currently denies that","Saxa presented to his PCP with a chief complaint of SOB, although Saxa currently denies that"
"He has also apparently had intermittent left-sided chest pressure x 1 day, which he also denies","Ubaidhullah has also apparently had intermittent left-sided chest pressure x 1 day, which Ubaidhullah also denies"
He does have a severe LLE cellulitis now with bacteremia likely due to strep,Satprit does have a severe LLE cellulitis now with bacteremia likely due to strep
"She was last here in February with no complaints, but did have an elevated 
creatinine for which she was referred to the Internal Medicine for further 
evaluation","Jandira Francisco was last here in February with no complaints, but did have an elevated 
creatinine for which Jandira Francisco was referred to the Internal Medicine for further 
evaluation"
"She states that she has been ""too busy","Shaljani states that Shaljani has been ""too busy"
"""  Her only complaint 
today is of some right leg pain, which she says is chronic and which is 
relieved to some extent by acetaminophen","""  Her only complaint 
today is of some right leg pain, which Gina Alexandra says is chronic and which is 
relieved to some extent by acetaminophen"
"Specifically, she denies any 
headaches, any chest pain, any shortness of breath","Specifically, Wosbeli denies any 
headaches, any chest pain, any shortness of breath"
"She also denies any 
symptoms or signs referable to her urinary tract","Um Saleh also denies any 
symptoms or signs referable to her urinary tract"
"She has no history of 
dysuria, of frequent urinary tract infection, or of hematuria","Adamopoulos has no history of 
dysuria, of frequent urinary tract infection, or of hematuria"
Physical Examination:  She is robust appearing,Physical Examination:  Cune is robust appearing
"I have asked her to stop taking Procardia, which 
     she blames for headaches and to begin taking taking atenolol, 
     beginning at 50 mg","I have asked her to stop taking Procardia, which 
     Verhelst blames for headaches and to begin taking taking atenolol, 
     beginning at 50 mg"
"I will see her in a few days in order 
     to make sure that she is not having any difficulties with this drug 
     and also to check her blood pressure once again","I will see her in a few days in order 
     to make sure that Gerdjan is not having any difficulties with this drug 
     and also to check her blood pressure once again"
"Right leg pain:  This would appear to be chronic and may well be 
     related to her work, which requires her to scuttle throughout the 
     hospital at fairly high speed (She is a Pulping Control Operator","Right leg pain:  This would appear to be chronic and may well be 
     related to her work, which requires her to scuttle throughout the 
     hospital at fairly high speed (Marija Mirjana Mikiyi is a Pulping Control Operator"
She is to see him on the 29th of this month at 1:00 p,Kpeli is to see Santiago Horacio on the 29th of this month at 1:00 p
"and I have 
     also left a message on his E mail mentioning Eva to him","and I have 
     also left a message on his E mail mentioning Eva to Dongxia"
"Hopefully, he can help ultrasound identify the etiology of this 
     elevated creatinine before there is further loss of her kidney 
     function","Hopefully, Dgh can help ultrasound identify the etiology of this 
     elevated creatinine before there is further loss of her kidney 
     function"
"""  She is to see me 
     again shortly, and a Pap smear will be done at that time","""  Izzan is to see me 
     again shortly, and a Pap smear will be done at that time"
Progressed and she was evaluated by Bonnie Eaves,Progressed and My Van was evaluated by Bonnie Eaves
